Date Created,Tweets
2022-08-11 17:43:00+00:00,A key driver of our economic recovery is the resurgence of America's small businesses. We learned recently that small businesses with less than 50 employees created nearly 3 million jobs in 2021—the most ever in a single year.
2022-08-11 15:05:03+00:00,"I was proud then, and I'm even prouder to serve with you now, @KamalaHarris. https://t.co/Mhxm2pS4GE"
2022-08-11 14:00:28+00:00,It's been two years since I announced @KamalaHarris as my running mate. She’s a fearless fighter and the best partner I could have for the work ahead. https://t.co/BZxx5Nd7EQ
2022-08-10 22:02:01+00:00,"Today, we're one step closer to fulfilling our sacred obligation with the PACT Act, the most significant law our nation has passed to help millions of veterans who are exposed to toxic substances during their military services."
2022-08-10 20:30:14+00:00,I will always fight for the care and benefits veterans have more than earned and deserve. https://t.co/bgpRc0hPfH
2022-08-10 15:07:04+00:00,"In just 90 days, voters must choose between ultra-MAGA Republicans who are attacking our freedoms, and Democrats who are fighting to defend them.

Make sure you're registered to vote: https://t.co/Hy8C4mIL2M"
2022-08-09 23:04:00+00:00,"One of the ways we’re giving working people a fighting chance is by making health care, prescriptions, energy, and so much more affordable and accessible through the Inflation Reduction Act."
2022-08-09 20:48:13+00:00,"Today, I signed the CHIPS and Science Act into law, a once-in-a-generation investment in America itself.

A law the American people can be proud of. https://t.co/sS5bGkNQkV"
2022-08-09 16:46:01+00:00,"The Inflation Reduction Act caps seniors’ out of pocket spending for prescription drugs at $2,000 per year."
2022-08-08 22:43:00+00:00,"The Inflation Reduction Act makes the largest investment ever in combating climate change.

It addresses the climate crisis and strengthens our energy security, creating jobs manufacturing solar panels, wind turbines, and electric vehicles in America with American workers."
2022-08-08 20:30:04+00:00,"Let me be clear:

We're going to invest in America. 
We're going to make it in America. 
We're going to win the economic competition of the 21st century in America."
2022-08-08 18:45:01+00:00,"I ran for president promising to make government work for working families again, and that is what the Inflation Reduction Act does—period."
2022-08-07 21:06:21+00:00,"Today, Senate Democrats passed the Inflation Reduction Act, siding with American families over special interests, voting to lower the cost of prescription drugs, health insurance, and energy and reduce the deficit while making the wealthiest corporations pay their fair share."
2022-08-06 23:24:00+00:00,"The CHIPS Act will supercharge our efforts to make semiconductors here in America. It will make cars, appliances, and computers cheaper and lower the costs of everyday goods. And, it will create high-paying manufacturing jobs across the country."
2022-08-06 19:50:02+00:00,"The PACT Act is the biggest expansion of VA health care in decades, and the largest single bill ever to comprehensively address exposure to burn pits.

I look forward to signing this bill, so veterans and their families get the benefits and health care they earned and deserve."
2022-08-06 16:19:00+00:00,"The voters of Kansas sent a powerful signal that this fall, the American people will vote to preserve and protect their rights and refuse to let them be ripped away by politicians. 

We have your back."
2022-08-05 22:42:00+00:00,"This week, I signed an executive order to make sure health care providers comply with federal law, so women don't face delays or denials of medically necessary care. 

It builds on the first one I signed last month that will also help safeguard access to health care."
2022-08-05 19:00:14+00:00,"We’ve taken another step toward reducing inflation and costs for America’s families. 

The Inflation Reduction Act would help save money on prescription drugs, health premiums, and much more. It will not raise taxes on those making less than $400,000."
2022-08-05 15:30:05+00:00,"The unemployment rate now matches the lowest it’s been in more than 50 years: 3.5%. 

More people are working than at any point in American history, and it’s the result of my economic plan to build the economy from the bottom up and middle out."
2022-08-05 00:00:08+00:00,More than 35 million Americans are enrolled in Affordable Care Act related coverage—the highest on record.
2022-08-04 21:22:00+00:00,"Voters in Kansas rejected extreme efforts to amend the state constitution to take away a woman’s right to choose. 

This vote makes clear what we know: The majority of Americans agree that women should have access to abortion and the right to make their own health care decisions."
2022-08-03 01:36:18+00:00,"The bipartisan PACT Act is the biggest expansion of benefits for service-connected health issues in 30 years. Millions of veterans who may have been exposed to harmful toxins will have quicker access to health care services and benefits. 

I look forward to signing this bill."
2022-08-02 20:42:02+00:00,"126 economists wrote that the Inflation Reduction Act would lower costs for families, set the stage for strong economic growth, and tackle the climate crisis. 

Send it to my desk. https://t.co/nZpIpBFgj7"
2022-07-30 17:04:00+00:00,"While COVID is still with us, our fight against this virus is making a difference. We can now protect ourselves from serious illness due to COVID, and COVID deaths are down nearly 90%."
2022-07-29 20:50:13+00:00,"These COVID tools are free, convenient, safe, and they work. https://t.co/Y63EqER9b5"
2022-07-29 17:13:01+00:00,"Let me be clear:

The Inflation Reduction Act would be the most significant legislation in history to tackle the climate crisis and improve our energy security right away. 

Let's pass it for the American people."
2022-07-29 14:30:06+00:00,"By making more semiconductors in the United States, the CHIPS and Science Act will increase domestic manufacturing and lower costs for families.

I look forward to signing this bill into law and continuing to grow our economy for working families across the country."
2022-07-28 23:54:00+00:00,"The Inflation Reduction Act would lower health care costs for millions of Americans, and it would be the most important investment we've made in energy security and creating clean energy solutions for the future.

It's a big deal."
2022-07-28 21:00:27+00:00,"My message to Congress is this:

The Inflation Reduction Act is the strongest bill you can pass. It will lower inflation, cut the deficit, reduce health care costs, tackle the climate crisis, and promote energy security. https://t.co/YtF1h7G7R5"
2022-07-26 22:44:00+00:00,Brave women and men in uniform across America should never forget that the defeated former president of the United States watched January 6 happen and didn’t have the spine to act.
2022-07-26 18:10:03+00:00,"You can’t be pro-insurrection and pro-cop. 
You can’t be pro-insurrection and pro-democracy. 
You can’t be pro-insurrection and pro-American.
https://t.co/DCHprpK9Sx"
2022-07-24 18:53:00+00:00,"I grew up in a family where if the price of gas went up, we felt it.

Gas prices have dropped since mid-June and should continue to come down in the days and weeks ahead. I know those extra dollars and cents mean something."
2022-07-23 22:11:00+00:00,"With oil prices coming down 20% from June highs, it's unacceptable that prices at the pump have only come down by half as much.

It's time for oil and gas companies to pass these lower costs on to Americans."
2022-07-23 17:31:00+00:00,"Americans have seen gas prices drop by about 60 cents a gallon in the last month, saving the average driver about $30/month.

An extra 60 cents a gallon back in your pocket is meaningful. It's breathing room. 

And we're not done working to lower costs for families."
2022-07-15 17:16:01+00:00,"The price of oil is down about 20% since mid-June, but the price of gas has so far only fallen half as much. 

Oil and gas companies must not use this moment as an excuse for profiting by not passing along savings at the pump."
2022-07-14 12:01:53+00:00,"The Supreme Court’s decision on Dobbs was received by Republicans in Congress as a green light to go further and try to ban abortion nationwide. 

The choice is clear: We must elect Democrats in November. https://t.co/Gl7b3KIAZy"
2022-07-13 17:18:19+00:00,"Make no mistake: The Bipartisan Safer Communities Act is real progress, but more has to be done. https://t.co/lpKTdsTM33"
2022-07-12 18:24:14+00:00,"There can be no greater responsibility than to do all we can to ensure the safety of our families, our children, and our fellow Americans. https://t.co/HsT6qFNDwu"
2022-07-12 00:50:19+00:00,"Make no mistake: The Bipartisan Safer Communities Act is real progress, but more has to be done. https://t.co/7cVhPoTCG1"
2022-07-12 00:30:01+00:00,"The Bipartisan Safer Communities Act closes the ""boyfriend loophole,"" so if you are convicted of assault against a dating partner, you cannot buy a gun.

​​If we keep guns out of the hands of domestic abusers, we can save the lives of their partners and stop more mass shootings."
2022-07-11 23:37:16+00:00,"The action we take today on gun violence is a step designed to make our nation the kind of nation it should be.
 
It's about the most fundamental things: the lives of our children and our loved ones. https://t.co/GRL2KhBDcA"
2022-07-11 16:57:00+00:00,"Republicans voted against protecting retirement and pensions, but had no problem passing a $2T tax cut that benefited the wealthiest Americans. They choose to make life more comfortable for the ultra-rich while opposing retirement security for working people."
2022-07-10 16:56:14+00:00,"Last week, I had the honor of recognizing an extraordinary group of Americans with the Presidential Medal of Freedom—our nation's highest civilian award. 

These individuals are all working to ensure the idea of America shines like the sun to light up the future of the world. https://t.co/K0CpmUtKYs"
2022-07-10 15:56:00+00:00,"We’ve seen the risk millions of workers face as they watch their pensions turn into broken promises. Now that we are implementing the Special Financial Assistance program, millions of workers will have the retirement they earned.

Zero Republicans voted for this legislation."
2022-07-09 17:25:01+00:00,"This week, I was proud to award the Medal of Honor to four soldiers who performed acts of incredible heroism during the Vietnam War. 

They stood in the way of danger and risked everything to defend our nation, and they are finally getting the recognition they deserve. https://t.co/g0H0T9BEnT"
2022-07-09 16:33:18+00:00,This is why elections matter. https://t.co/KW3nENBtgr
2022-07-09 00:52:13+00:00,"Extreme Republicans have not only fought to take away our rights, but they are determined to go as far as they can. https://t.co/oP1YbNZMaO"
2022-07-08 23:43:19+00:00,"The fastest way to restore Roe is to pass a national law codifying Roe, which I will sign immediately upon its passage.

We need two additional pro-choice senators and a pro-choice House to codify Roe as federal law. Your vote can make that a reality. https://t.co/qrNBCzbhDg"
2022-07-08 23:00:04+00:00,"Today, I signed an executive order to protect the reproductive rights of women in the aftermath of the Supreme Court's extreme decision to overturn Roe v. Wade.

It formalizes the actions I announced right after the decision and will add new measures to protect women's health. https://t.co/EujXCMAwFR"
2022-07-08 20:46:00+00:00,"We have more Americans working in the private sector today than any day during the former president's time in office. 

In the second quarter of this year, we created more jobs than in any quarter under any of my predecessors in the nearly 40 years before the pandemic."
2022-07-08 19:04:00+00:00,"Today we learned that our private sector has recovered all of the jobs lost during the pandemic, and added more.

There’s more work to do, but this recovery would not have been possible without the actions we took to fix a broken COVID response and pass the American Rescue Plan."
2022-07-08 17:23:01+00:00,"This week, I joined union workers and retirees in Cleveland to announce the implementation of the Special Financial Assistance program, which will protect millions of workers who faced significant cuts to their retirement before the passage of the American Rescue Plan. https://t.co/Q9vt34BFSH"
2022-07-07 21:50:00+00:00,"If states try to block a woman from getting medication the FDA has already approved and that has been available for more than twenty years, we will act to protect that woman’s right to that medication."
2022-07-07 17:44:00+00:00,"If extremist governors try to block a woman from traveling from a state that prohibits her from seeking the medical help she needs to a state that provides that care, we will act to protect her bedrock rights."
2022-07-06 23:30:01+00:00,"Congress must act to codify Roe and the filibuster should not stand in the way. 

But right now, we don’t have the votes to change the filibuster. That means we need to elect more Democratic senators and reelect our House majority in November to get this bill to my desk."
2022-07-05 20:23:00+00:00,"This fall, Roe is on the ballot. Personal freedoms are on the ballot.  

Until then, we will do everything within our power to ensure that women have access to the medication they need and that they will have the freedom to travel to seek the care they need."
2022-07-04 14:30:04+00:00,"While we celebrate the Fourth of July, I am thinking of the countless service members who have pledged their lives to defend our nation and democracy around the world. 

We are forever in debt to those who sacrifice so much to keep us safe."
2022-07-02 23:08:00+00:00,"We will protect a woman’s access to medications approved by the FDA, like contraception, which is essential for preventative health care, and have taken steps to ensure that these critical medications are available to the fullest extent possible."
2022-07-01 15:41:01+00:00,"Bipartisan members of Congress came together to heed the call of families across the country and passed the Bipartisan Safer Communities Act to address the scourge of gun violence in our communities.

Kids in schools and communities will be safer because of it."
2022-06-30 23:12:01+00:00,"The Supreme Court’s ruling in West Virginia vs. EPA risks damaging our nation’s ability to keep our air clean and combat climate change.

We cannot ignore the existential threat the climate crisis poses. Our fight against climate change must carry forward, and it will."
2022-06-30 15:55:04+00:00,"We have to codify Roe vs. Wade into law. 

If the filibuster gets in the way, we should provide an exception to the filibuster to deal with the Supreme Court decision."
2022-06-29 22:34:00+00:00,"COVID-19 vaccinations are available for children under five years of age. More and more locations are ramping up appointments, and more vaccines are being delivered to providers in your areas every day. 

This is a monumental step forward."
2022-06-29 15:56:00+00:00,"My message to all LGBTQ+ youth: 

Be you. 

You are loved. 
You are heard. 
You are understood. 
You belong. 

And we have your back."
2022-06-26 15:12:16+00:00,This is an extreme and dangerous path the Court is now taking us on. https://t.co/qqCG5tGGkl
2022-06-25 22:22:17+00:00,"With your vote, you can act. You can have the final word. This is not over. https://t.co/oFNyakELLz"
2022-06-25 20:15:03+00:00,"I'd like to thank members of the House and Senate for working to get the Bipartisan Safer Communities Act done, and the families I've met with who lost loved ones to gun violence. 

They led the way so other families won't have to experience the pain they had to live through."
2022-06-25 18:15:02+00:00,"This morning, I signed the Bipartisan Safer Communities Act into law—the most significant gun safety law in the last 30 years. The bill:

—Includes red-flag laws
—Closes the “boyfriend loophole”
—Requires young people ages 18 to 21 to undergo enhanced background checks

And more."
2022-06-25 17:04:00+00:00,"I’ve warned about how overturning Roe risks a broader right to privacy for everyone.

The right to make the best decisions for your health. 
The right to marry the person you love.

With your vote, you can act. You can have the final word. This is not over."
2022-06-25 15:01:55+00:00,This decision is a culmination of deliberate efforts over decades to upset the balance of our law. https://t.co/ginEwqrTn4
2022-06-25 00:50:13+00:00,We need to restore the protections of Roe as law of the land. We need to elect officials who will do that. https://t.co/fnDEKiWnzI
2022-06-24 22:55:00+00:00,"It's a sad day for the country. 

Nearly 50 years ago, Roe vs. Wade was decided. Today, the Supreme Court of the United States expressly took away a constitutional right from the American people. 

Personal freedoms are on the ballot this fall."
2022-06-24 17:01:33+00:00,"This fall, we must elect more senators and representatives who will codify a woman’s right to choose into federal law. We need to elect more state leaders to protect this right at the local level. We need to restore the protections of Roe as law of the land."
2022-06-23 23:25:00+00:00,"50 years ago today, Title IX transformed our nation, benefitting millions of women and girls.

As we look ahead, I am committed to protecting this progress and working to achieve full equality, inclusion, and dignity for all Americans."
2022-06-23 20:52:02+00:00,"I'm deeply disappointed by the Supreme Court’s ruling in New York State Rifle &amp; Pistol Association v. Bruen. This ruling contradicts common sense and the Constitution, and should deeply trouble us all. 
 
I remain committed to doing everything in my power to reduce gun violence."
2022-06-23 19:00:19+00:00,"With vaccines, treatments, and other tools widely available, more than 220 million Americans are vaccinated, more than 100 million Americans have their booster shot, and daily deaths due to COVID-19 are down 90%.

We've come a long way in our fight against COVID-19."
2022-06-22 23:52:00+00:00,"Since I took office, we've been committed to making sure every parent has the opportunity to protect their children from COVID-19. 

Starting this week, you can go to https://t.co/EwdQ2dXioe and find information and appointments near you. https://t.co/RRO6auk1j7"
2022-06-22 20:48:00+00:00,"We're taking additional steps to increase pay for our nation's federal firefighters. 

These actions will temporarily put back pay into firefighters' pockets, increasing their bi-weekly checks by up to 50% of their annual base salary for two years."
2022-06-22 16:08:03+00:00,"The United States is now the first country in the world to offer safe and effective COVID-19 vaccines for children as young as six months old.

For the first time in our fight against this pandemic, nearly every American can now have access to life-saving vaccines."
2022-06-21 20:43:01+00:00,"The Ocean Shipping Reform Act will help lower shipping costs and bring down prices on products that American families need and ensure that American farmers, ranchers, and other exporters are treated fairly."
2022-06-20 23:09:01+00:00,"The ultra-MAGA agenda is attacking families and our freedom.

300 discriminatory anti-LGTBQ+ bills have been introduced in states. In Texas, they’re knocking on doors to investigate parents raising trans kids.

These attacks are real and consequential for families."
2022-06-20 17:05:01+00:00,"During the pandemic, nine major shipping companies increased their prices by as much as 1,000%, earning $190B in profit.

The Ocean Shipping Reform Act I signed into law will crack down on these ocean carriers and help bring down prices for American families and businesses."
2022-06-19 00:40:00+00:00,"Ask yourself:

How well are you going to sleep at night knowing that every five years ultra-MAGA Republicans are going to vote on whether you’ll have Social Security, Medicare, and Medicaid?
https://t.co/ztt2wHno46"
2022-06-18 16:18:14+00:00,"This week, I signed an executive order that directs key federal agencies to protect LGBTQ+ communities from hateful attacks, use the full force of the federal government to prevent inhumane practices of conversion therapy, and advance equality for families. https://t.co/CibWfJmP5p"
2022-06-17 23:14:00+00:00,"Republican Senator Rick Scott’s plan could put Social Security, Medicare, and Medicaid on the chopping block every 5 years.
https://t.co/YocbV3ARIV"
2022-06-17 22:00:17+00:00,"In May, the economy ​​added 390,000 jobs, bringing the total to 8.7 million jobs created since I took office—an all-time record."
2022-06-17 13:47:01+00:00,"All I’m asking is for the largest corporations and the wealthiest Americans to begin to pay their fair share in taxes. 

I made this commitment from the beginning. Nothing’s changed. 

No one making less than $400,000 will pay a single penny more in federal taxes."
2022-06-17 00:47:12+00:00,"We've come a long way in a short time.

Before we were sworn in, so many Americans lost their jobs that my predecessor became the second president in history to leave office with fewer jobs than when he took office. https://t.co/ODjyCY3ktO"
2022-06-16 23:17:00+00:00,"I continue to call on Congress to pass the PRO Act, which will make it easier for workers to organize. 

I’m not just saying that to be pro-union. I’m saying that because I’m pro-American."
2022-06-16 21:50:01+00:00,"When I ran for office, I said I wanted to rebuild the backbone of the economy: the middle class.

Because everybody does better when everybody is in on the deal."
2022-06-16 17:07:17+00:00,"Under my predecessor, the deficit rose every single year he was in office.

Under my plan, we’re on track to cut the deficit by $1.7 trillion this year—the largest decline in American history. https://t.co/QGmjNPOklQ"
2022-06-15 22:51:01+00:00,"When I took office, the economy had stalled and COVID was out of control. Since then, we’ve achieved the most robust recovery in modern history. 

Because of that foundation, we’re better positioned to overcome global inflation and reach a new chapter of stable and steady growth."
2022-06-15 19:11:01+00:00,"When I hear “climate,” I think jobs. 

Good-paying, high-quality jobs that will help speed our transition to a green economy of the future and unleash sustainable growth."
2022-06-15 16:09:03+00:00,"Unions built the middle class. When you’ve got a union, workers’ voices are heard and heeded. They provide democracy in the workplace and allow people to have dignity and respect in their work."
2022-06-14 23:00:07+00:00,"When we invest in strengthening workers and the middle class, the poor have a ladder up, and those at the top still do just fine. 

That’s how we can increase opportunity and decrease persistent inequity."
2022-06-13 21:40:00+00:00,"One of my favorite parts of the job is when I get to meet our incredible supporters across the country. My team and I are hosting a sweepstakes to join me at one of our events.

Chip in today to be automatically entered to win and see rules at: https://t.co/0q2LXX4IzP"
2022-06-10 17:27:00+00:00,"Less than 1% of the population risks everything to defend our nation, our values, and everything we hold dear.

Veterans are the backbone of who we are as a country."
2022-06-09 21:00:11+00:00,"This week, I signed nine different bills with overwhelming bipartisan support to improve care for our veterans and honor their service and sacrifice. 

We must equip those that we send into harm's way and care for them and their families when they come home."
2022-06-09 01:13:00+00:00,"Republicans talked about it, but we oversaw a deficit reduction of $350 billion last year—and we're on target to reduce the deficit by the end of the fiscal year by $1.7 trillion."
2022-06-08 21:34:01+00:00,"It costs drug companies $10 to develop a vial of insulin, but some families can pay as high as $1,000 a month for this lifesaving drug.

That’s flat-out wrong—and it’s why I’m fighting to cap the cost of insulin at $35/month."
2022-06-08 16:24:00+00:00,"While my economic agenda has put us in a better fiscal position—strengthening Social Security and Medicare—congressional Republicans have put forward a different approach.

Led by NRSC Chair Rick Scott, their plan would put these programs on the chopping block every five years."
2022-06-07 22:40:00+00:00,"We cannot fail the American people again.
https://t.co/Zm5dX7G225"
2022-06-07 18:13:02+00:00,"In 1994, Congress passed a bipartisan assault weapons ban. Nine categories of semi-automatic weapons were included, like AK-47s and AR-15s. 

In the 10 years it was law, mass shootings went down. After Republicans let the law expire in 2004, mass shootings tripled."
2022-06-07 15:45:04+00:00,"Here's what the overwhelming majority of American people believe we must do.
https://t.co/u4MJuv6tCd"
2022-06-07 00:13:00+00:00,"Over the last two decades, more school-aged children have died from guns than on-duty police officers and active-duty military combined. Think about that. 

How much more carnage are we willing to accept? How many more innocent lives must be taken before we say enough?"
2022-06-06 22:49:00+00:00,"Thanks to the Bipartisan Infrastructure Law, we're making critical investments in our climate and physical infrastructure to help increase our nation's climate resilience—from beginning to replace pipes to expanding our clean energy technologies."
2022-06-06 17:00:25+00:00,"In Buffalo and Uvalde, I spent hours with family members whose lives will never be the same. They had one message for all of us: 

Do something.

It's time for Congress to pass universal background checks and ban assault weapons and high-capacity magazines."
2022-06-05 01:00:03+00:00,"I grew up in a family where it mattered when the price of gas or groceries rose—that’s why fighting inflation is my top economic priority. 

By reducing health care costs, fixing supply chains, and making housing more affordable, we’re creating an economy that works for everyone."
2022-06-04 22:38:00+00:00,"In less than a year and a half, we’ve achieved the strongest job market in decades and the fastest decline in unemployment on record. 

Fighting inflation is a top priority, but Americans can have confidence that our economy faces this challenge from a position of strength."
2022-06-04 16:19:00+00:00,"I understand how difficult this formula shortage has been for families across the country. 

That's why we're using every tool available to increase supply, get more baby formula on shelves, work with manufacturers to reopen factories, and ramp up production quickly."
2022-06-02 17:45:01+00:00,"We’ve added 545,000 manufacturing jobs since I took office—and more manufacturing jobs were created in 2021 than in any year in nearly 30 years.

This is no accident. It is a direct result of my economic plan to grow the economy from the bottom up and middle out."
2022-06-01 22:25:00+00:00,"Pride is about courage and justice.

Since my first day in office, I've signed a comprehensive executive order to protect LGBTQ+ rights, reinforced federal protections for transgender kids, and launched a whole-of-government initiative to advance equity in LGBTQ+ communities."
2022-06-01 17:30:16+00:00,"I want every member of the LGBTQ+ community to know you are loved just as you are. 

During Pride Month, we celebrate the contributions of the LGBTQ+ community and will continue fighting for every person to be treated with the dignity they deserve. https://t.co/HkJ7xaIDu5"
2022-05-25 21:34:00+00:00,"These kinds of mass shootings rarely happen anywhere else in the world.

Why are we willing to live with this carnage? Where in God's name is our backbone to have the courage to stand up to the gun lobby? 

It is time to turn this pain into action."
2022-05-25 03:12:42+00:00,"To lose a child is to have a piece of your soul ripped away. It is never quite the same.
 
And it’s the feeling shared by the siblings, grandparents, families, and communities left behind.
 
I ask the nation to pray for them, to give them strength in the darkness they feel."
2022-05-23 20:31:00+00:00,"The Ultra-MAGA Republicans’ proposal puts Social Security, Medicare, and Medicaid on the chopping block every five years."
2022-05-23 16:44:01+00:00,"I proposed a minimum tax for corporations that asks them to pay their fair share in taxes. 

Senator Scott’s plan lets them off scot-free."
2022-05-22 23:27:00+00:00,Republicans don't want to solve inflation by lowering costs. They want to solve it by raising taxes and lowering your income.
2022-05-22 22:32:00+00:00,"Under my predecessor, the deficit increased every single year he was president.  

Last year, the deficit was reduced by $350B. And this year, we're on track to cut the federal deficit by $1.5T—the biggest decline in debt ever in American history."
2022-05-22 18:02:00+00:00,"Rebuilding America with union labor is smart for business.  

Why? When union workers are on the job, projects are completed efficiently and professionally, and they ultimately save money."
2022-05-22 15:41:00+00:00,"Unions allow workers to maintain their dignity. 

It's a lot more than just paychecks and benefits, it's about the dignity of workers."
2022-05-19 20:30:04+00:00,"We're working to make sure safe baby formula gets to all who need it by:

- Invoking the Defense Production Act to increase domestic production 
- Launching Operation Fly Formula to use federal planes to fly formula in from abroad"
2022-05-19 18:58:00+00:00,"We cannot remain silent.
https://t.co/NsZFMjgbam"
2022-05-19 17:48:01+00:00,"In America, evil will not win, I promise you. Hate will not prevail. And white supremacy will not have the last word."
2022-05-18 23:20:01+00:00,"Three years ago, I kicked off my campaign for president in Philadelphia. Since then, we've gotten to work making historic infrastructure investments, creating record job growth, and rebuilding our economy.

There's more work ahead of us, but we’re building a better America. https://t.co/lnJkwd84KY"
2022-05-18 16:30:05+00:00,"We’ve reduced the deficit by $350 billion, and we’re on track to reduce the deficit by $1.5 trillion this fiscal year.

There’s more work to do, but this has never happened before in American history."
2022-05-18 01:25:09+00:00,Electing @JohnFetterman to the United States Senate would be a big step forward for Pennsylvania’s working people. https://t.co/k5HguGZSTb
2022-05-18 00:31:00+00:00,"A plan by Republican Senator Rick Scott would increase taxes on 70% of the American public and put Social Security, Medicare, and Medicaid on the chopping block every five years.

Under my plan, no one making less than $400,000 will see their taxes increase."
2022-05-17 22:30:03+00:00,"On the International Day Against Homophobia, Transphobia, and Biphobia, we stand in support and solidarity with LGBTQI+ people in the United States and around the world. 

We stand with you and will continue to defend human rights and dignity."
2022-05-17 20:39:03+00:00,"When I ran for office, I said I wanted to rebuild the backbone of our economy—the middle class.

Because I believe that everybody does better when everybody is in on the deal. https://t.co/0BTVvg2bde"
2022-05-16 22:45:01+00:00,"There are a whole range of issues that are susceptible if the leaked opinion on Roe v. Wade ends up being the actual Court opinion. 

It’s not just choice that’s at stake here."
2022-05-13 22:02:00+00:00,"You want to bring down inflation?

Let’s make sure the wealthiest corporations pay their fair share."
2022-05-13 19:00:21+00:00,"During my first year in office, American agriculture exports shattered all previous records—$177 billion last year alone.

We have to keep investing in our farmers to reduce prices for consumers."
2022-05-13 17:00:23+00:00,"Republicans in Congress are so deeply committed to protecting big corporations that they would rather raise taxes on working American families.
https://t.co/1Z0v3YTNyC"
2022-05-12 22:51:00+00:00,"Republicans love to attack me as a big spender. Let's compare the facts.

Under my predecessor, the deficit exploded, rising every single year. Under my plan, we are on track to cut the federal deficit by $1.5 trillion by the end of the fiscal year."
2022-05-12 18:28:02+00:00,"Senator Rick Scott’s ultra-MAGA agenda could raise taxes on 75 million American families, over 95% of whom make less than $100,000 a year. 

Their plan is going to make working families poorer.
https://t.co/ARj00d35Zi"
2022-05-12 01:00:48+00:00,"To protect the right to choose, voters need to elect more pro-choice senators this November, and return a pro-choice majority to the House. If they do, Congress can pass this bill in January, and put it on my desk, so I can sign it into law."
2022-05-12 00:59:47+00:00,"Once again – as fundamental rights are at risk at the Supreme Court – Senate Republicans have blocked passage of the Women’s Health Protection Act, a bill that affirmatively protects access to reproductive health care."
2022-05-10 20:24:00+00:00,"High-speed internet is not a luxury any longer. It's a necessity. 

That's why the Bipartisan Infrastructure Law included $65 billion to make sure we expand access to broadband internet in every region of the country—urban, suburban, and rural."
2022-05-09 17:06:02+00:00,"I encourage Congressional Republicans to join us in our efforts to lower prices for families across the country, by making more in America, strengthening our supply chains, and cutting energy and prescription drug costs."
2022-05-08 15:43:01+00:00,"My mom believed the greatest virtue of all was courage, and that someday the bravery that exists in every heart will be summoned. 

To the extraordinary mothers everywhere, I wish you all a happy Mother's Day. https://t.co/YCAknZYlzX"
2022-05-07 23:39:00+00:00,"When I took office, there were around 20 million people relying on unemployment benefits to feed their families; today, that number is around 1 million—the lowest since 1970. 

We are building an economy that values the dignity of work."
2022-05-07 19:00:04+00:00,"There have been only 3 months in the last 50 years where the unemployment rate in America is lower than it is now. 

This is a direct result of the American Rescue Plan, our COVID vaccination program, and my plan to grow our economy from the bottom up and middle out."
2022-05-06 23:09:00+00:00,"The Republican plan led by Senator Rick Scott of Florida would tax half of our small business owners an extra $1,200 a year on average.

My plan would make it easier to start a small business by expanding their access to capital."
2022-05-06 20:24:00+00:00,"Today, we learned that the economy created 428,000 jobs in April—bringing the total number of jobs created since I took office to 8.3 million.

There's more work to do, but our plans and policies have produced the strongest job creation economy in modern times."
2022-05-06 17:29:01+00:00,"All the talk about the deficit from my Republican friends—I love it. 

The deficit was reduced by $350 billion in my first year in office, and we are on track to reduce it by another $1.5 trillion."
2022-05-05 23:20:00+00:00,"My plan to reduce the deficit would help reduce inflationary pressures and lower everyday costs for families.

My plan lets Medicare negotiate the price of prescription drugs. We can cap the price of insulin at $35 instead of the hundreds of dollars for some families."
2022-05-05 18:26:01+00:00,"While there’s still more work to do, we’re on track to cut the federal deficit by another $1.5 trillion by the end of this fiscal year—the biggest decline in a single year ever in American history."
2022-05-05 16:30:04+00:00,"Let me tell you about this Ultra-MAGA Agenda.
https://t.co/Cl41pqMEX1"
2022-05-04 23:45:01+00:00,"Senator Rick Scott released an Ultra-MAGA Agenda.

It could raise taxes on 75 million American families. 

Under this new plan, while big corporations and billionaires would pay nothing more, working-class folks are going to pay a hell of a lot more."
2022-05-03 21:33:01+00:00,"If the Court overturns Roe, it will fall on our nation’s elected officials at all levels of government to protect a woman’s right to choose. 

And it will fall on voters to elect pro-choice officials this November."
2022-05-03 18:05:02+00:00,"I believe that a woman’s right to choose is fundamental. Roe has been the law of the land for almost fifty years, and basic fairness and the stability of our law demand that it not be overturned.

We will be ready when any ruling is issued."
2022-05-02 22:45:02+00:00,"As the proud husband of an educator, I've seen firsthand the dedication and selflessness of our nation's educators. 

Teaching isn't what @DrBiden does, it's who she is. On Teacher Appreciation Week, we honor teachers' work to build confidence and inspire curiosity. https://t.co/oyYOyt5cfc"
2022-05-02 20:05:01+00:00,"Last year, we saw businesses with fewer than 50 workers create 1,900,000 jobs for the first three quarters of 2021 alone. 

While there’s still more work to do, that's the highest rate of small business creation ever recorded in a single year."
2022-05-02 16:48:03+00:00,"The Republican proposal, led by Senator Rick Scott, would raise taxes on 6.1 million small business owners—including 82% of small business owners who earn less than $50,000 a year. 

That’s just not right."
2022-05-02 14:00:24+00:00,"The people who made a difference in my life, in a fundamental way, were teachers.

This National Teacher Appreciation Week, we honor their service and passion and celebrate the immeasurable contributions of our nation’s educators in schools from coast to coast."
2022-05-01 17:02:01+00:00,"I grew up in a family where, when prices went up for things like gasoline, it became a discussion at the kitchen table. We felt it. 

That's why I'm focused on doing everything I can to lower the cost of gas and energy and accelerate our transition to clean energy."
